Date,Sales
2023-06-23 00:00:00,586.83
2023-06-24 00:00:00,642.45
2023-06-25 00:00:00,682.02
2023-06-26 00:00:00,696.53
2023-06-27 00:00:00,698.81
2023-06-28 00:00:00,638.2
2023-06-29 00:00:00,600.67
2023-06-30 00:00:00,611.85
2023-07-01 00:00:00,647.74
2023-07-02 00:00:00,690.62
2023-07-03 00:00:00,723.36
2023-07-04 00:00:00,714.41
2023-07-05 00:00:00,654.89
2023-07-06 00:00:00,613.63
2023-07-07 00:00:00,627.05
2023-07-08 00:00:00,670.3
2023-07-09 00:00:00,707.03
2023-07-10 00:00:00,730.27
2023-07-11 00:00:00,731.8
2023-07-12 00:00:00,671.05
2023-07-13 00:00:00,632.4
2023-07-14 00:00:00,640.42
2023-07-15 00:00:00,681.7
2023-07-16 00:00:00,724.84
2023-07-17 00:00:00,747.01
2023-07-18 00:00:00,750.39
2023-07-19 00:00:00,688.0
2023-07-20 00:00:00,648.72
2023-07-21 00:00:00,660.19
2023-07-22 00:00:00,703.26
2023-07-23 00:00:00,744.25
2023-07-24 00:00:00,767.12
2023-07-25 00:00:00,763.58
2023-07-26 00:00:00,705.59
2023-07-27 00:00:00,664.19
2023-07-28 00:00:00,672.48
2023-07-29 00:00:00,713.88
2023-07-30 00:00:00,755.85
2023-07-31 00:00:00,774.24
2023-08-01 00:00:00,775.57
2023-08-02 00:00:00,719.18
2023-08-03 00:00:00,681.24
2023-08-04 00:00:00,687.97
2023-08-05 00:00:00,730.07
2023-08-06 00:00:00,772.26
2023-08-07 00:00:00,789.65
2023-08-08 00:00:00,792.76
2023-08-09 00:00:00,732.37
2023-08-10 00:00:00,695.29
2023-08-11 00:00:00,700.86
2023-08-12 00:00:00,742.55
2023-08-13 00:00:00,784.57
2023-08-14 00:00:00,802.76
2023-08-15 00:00:00,804.55
2023-08-16 00:00:00,745.56
2023-08-17 00:00:00,707.1
2023-08-18 00:00:00,713.46
2023-08-19 00:00:00,755.13
2023-08-20 00:00:00,797.16
2023-08-21 00:00:00,815.35
2023-08-22 00:00:00,817.14
2023-08-23 00:00:00,757.75
2023-08-24 00:00:00,719.1
2023-08-25 00:00:00,725.46
2023-08-26 00:00:00,767.13
2023-08-27 00:00:00,809.16
2023-08-28 00:00:00,827.35
2023-08-29 00:00:00,829.14
2023-08-30 00:00:00,769.75
2023-08-31 00:00:00,731.1
2023-09-01 00:00:00,737.46
2023-09-02 00:00:00,779.13
2023-09-03 00:00:00,821.16
2023-09-04 00:00:00,839.35
2023-09-05 00:00:00,841.14
2023-09-06 00:00:00,781.75
2023-09-07 00:00:00,743.1
2023-09-08 00:00:00,749.46
2023-09-09 00:00:00,791.13
2023-09-10 00:00:00,833.16
2023-09-11 00:00:00,851.35
2023-09-12 00:00:00,853.14
2023-09-13 00:00:00,793.75
2023-09-14 00:00:00,755.1
2023-09-15 00:00:00,761.46
2023-09-16 00:00:00,803.13
2023-09-17 00:00:00,845.16
2023-09-18 00:00:00,863.35
2023-09-19 00:00:00,865.14
2023-09-20 00:00:00,805.75
2023-09-21 00:00:00,767.1
2023-09-22 00:00:00,773.46
2023-09-23 00:00:00,815.13
2023-09-24 00:00:00,857.16
2023-09-25 00:00:00,875.35
2023-09-26 00:00:00,877.14
2023-09-27 00:00:00,817.75
2023-09-28 00:00:00,779.1
2023-09-29 00:00:00,785.46
2023-09-30 00:00:00,827.13
2023-10-01 00:00:00,869.16
2023-10-02 00:00:00,887.35
2023-10-03 00:00:00,889.14
2023-10-04 00:00:00,829.75
2023-10-05 00:00:00,791.1
2023-10-06 00:00:00,797.46
2023-10-07 00:00:00,839.13
2023-10-08 00:00:00,881.16
2023-10-09 00:00:00,899.35
2023-10-10 00:00:00,901.14
2023-10-11 00:00:00,841.75
2023-10-12 00:00:00,803.1
2023-10-13 00:00:00,809.46
2023-10-14 00:00:00,851.13
2023-10-15 00:00:00,893.16
2023-10-16 00:00:00,911.35
2023-10-17 00:00:00,913.14
2023-10-18 00:00:00,853.75
2023-10-19 00:00:00,815.1
2023-10-20 00:00:00,821.46
2023-10-21 00:00:00,863.13
2023-10-22 00:00:00,905.16
2023-10-23 00:00:00,923.35
2023-10-24 00:00:00,925.14
2023-10-25 00:00:00,865.75
2023-10-26 00:00:00,827.1
2023-10-27 00:00:00,833.46
2023-10-28 00:00:00,875.13
2023-10-29 00:00:00,917.16
2023-10-30 00:00:00,935.35
2023-10-31 00:00:00,937.14
2023-11-01 00:00:00,877.75
2023-11-02 00:00:00,839.1
2023-11-03 00:00:00,845.46
2023-11-04 00:00:00,887.13
2023-11-05 00:00:00,929.16
2023-11-06 00:00:00,947.35
2023-11-07 00:00:00,949.14
2023-11-08 00:00:00,889.75
2023-11-09 00:00:00,851.1
2023-11-10 00:00:00,857.46
2023-11-11 00:00:00,899.13
2023-11-12 00:00:00,941.16
2023-11-13 00:00:00,959.35
2023-11-14 00:00:00,961.14
2023-11-15 00:00:00,901.75
2023-11-16 00:00:00,863.1
2023-11-17 00:00:00,869.46
2023-11-18 00:00:00,911.13
2023-11-19 00:00:00,953.16
2023-11-20 00:00:00,971.35
2023-11-21 00:00:00,973.14
2023-11-22 00:00:00,913.75
2023-11-23 00:00:00,875.1
2023-11-24 00:00:00,881.46
2023-11-25 00:00:00,923.13
2023-11-26 00:00:00,965.16
2023-11-27 00:00:00,983.35
2023-11-28 00:00:00,985.14
2023-11-29 00:00:00,925.75
2023-11-30 00:00:00,887.1
2023-12-01 00:00:00,893.46
2023-12-02 00:00:00,935.13
2023-12-03 00:00:00,977.16
2023-12-04 00:00:00,995.35
2023-12-05 00:00:00,1800.0
2023-12-06 00:00:00,937.75
2023-12-07 00:00:00,899.1
2023-12-08 00:00:00,905.46
2023-12-09 00:00:00,947.13
2023-12-10 00:00:00,989.16
2023-12-11 00:00:00,1007.35
2023-12-12 00:00:00,1009.14
2023-12-13 00:00:00,949.75
2023-12-14 00:00:00,911.1
2023-12-15 00:00:00,917.46
2023-12-16 00:00:00,959.13
2023-12-17 00:00:00,1001.16
2023-12-18 00:00:00,1019.35
2023-12-19 00:00:00,1021.14
2023-12-20 00:00:00,961.75
2023-12-21 00:00:00,923.1
2023-12-22 00:00:00,929.46
2023-12-23 00:00:00,971.13
2023-12-24 00:00:00,1013.16
2023-12-25 00:00:00,1031.35
2023-12-26 00:00:00,1033.14
2023-12-27 00:00:00,973.75
2023-12-28 00:00:00,935.1
2023-12-29 00:00:00,941.46
2023-12-30 00:00:00,983.13
2023-12-31 00:00:00,1025.16
2024-01-01 00:00:00,1043.35
2024-01-02 00:00:00,1045.14
2024-01-03 00:00:00,985.75
2024-01-04 00:00:00,947.1
2024-01-05 00:00:00,953.46
2024-01-06 00:00:00,995.13
2024-01-07 00:00:00,1037.16
2024-01-08 00:00:00,1055.35
2024-01-09 00:00:00,1057.14
2024-01-10 00:00:00,997.75
2024-01-11 00:00:00,959.1
2024-01-12 00:00:00,965.46
2024-01-13 00:00:00,1007.13
2024-01-14 00:00:00,1049.16
2024-01-15 00:00:00,1067.35
2024-01-16 00:00:00,1069.14
2024-01-17 00:00:00,1009.75
2024-01-18 00:00:00,971.1
2024-01-19 00:00:00,977.46
2024-01-20 00:00:00,1019.13
2024-01-21 00:00:00,1061.16
2024-01-22 00:00:00,1079.35
2024-01-23 00:00:00,1081.14
2024-01-24 00:00:00,1021.75
2024-01-25 00:00:00,983.1
2024-01-26 00:00:00,989.46
2024-01-27 00:00:00,1031.13
2024-01-28 00:00:00,1073.16
2024-01-29 00:00:00,1091.35
2024-01-30 00:00:00,1093.14
2024-01-31 00:00:00,1033.75
2024-02-01 00:00:00,995.1
2024-02-02 00:00:00,1001.46
2024-02-03 00:00:00,1043.13
2024-02-04 00:00:00,1085.16
2024-02-05 00:00:00,1103.35
2024-02-06 00:00:00,1105.14
2024-02-07 00:00:00,1045.75
2024-02-08 00:00:00,1007.1
2024-02-09 00:00:00,1013.46
2024-02-10 00:00:00,1055.13
2024-02-11 00:00:00,1097.16
2024-02-12 00:00:00,1115.35
2024-02-13 00:00:00,1117.14
2024-02-14 00:00:00,1057.75
2024-02-15 00:00:00,1019.1
2024-02-16 00:00:00,1025.46
2024-02-17 00:00:00,1067.13
2024-02-18 00:00:00,1109.16
2024-02-19 00:00:00,1127.35
2024-02-20 00:00:00,1129.14
2024-02-21 00:00:00,1069.75
2024-02-22 00:00:00,1031.1
2024-02-23 00:00:00,1037.46
2024-02-24 00:00:00,1079.13
2024-02-25 00:00:00,1121.16
2024-02-26 00:00:00,1139.35
2024-02-27 00:00:00,1141.14
2024-02-28 00:00:00,1081.75
2024-02-29 00:00:00,1043.1
2024-03-01 00:00:00,1049.46
2024-03-02 00:00:00,1091.13
2024-03-03 00:00:00,1133.16
2024-03-04 00:00:00,1151.35
2024-03-05 00:00:00,1153.14
2024-03-06 00:00:00,1093.75
2024-03-07 00:00:00,1055.1
2024-03-08 00:00:00,1061.46
2024-03-09 00:00:00,1103.13
2024-03-10 00:00:00,1145.16
2024-03-11 00:00:00,1163.35
2024-03-12 00:00:00,1165.14
2024-03-13 00:00:00,1105.75
2024-03-14 00:00:00,1067.1
2024-03-15 00:00:00,1073.46
2024-03-16 00:00:00,1115.13
2024-03-17 00:00:00,1157.16
2024-03-18 00:00:00,1175.35
2024-03-19 00:00:00,1177.14
2024-03-20 00:00:00,1117.75
2024-03-21 00:00:00,1079.1
2024-03-22 00:00:00,1085.46
2024-03-23 00:00:00,1127.13
2024-03-24 00:00:00,1169.16
2024-03-25 00:00:00,1187.35
2024-03-26 00:00:00,1189.14
2024-03-27 00:00:00,1129.75
2024-03-28 00:00:00,1091.1
2024-03-29 00:00:00,1097.46
2024-03-30 00:00:00,1139.13
2024-03-31 00:00:00,1181.16
2024-04-01 00:00:00,1199.35
2024-04-02 00:00:00,1201.14
2024-04-03 00:00:00,1141.75
2024-04-04 00:00:00,1103.1
2024-04-05 00:00:00,1109.46
2024-04-06 00:00:00,1151.13
2024-04-07 00:00:00,1193.16
2024-04-08 00:00:00,1211.35
2024-04-09 00:00:00,1213.14
2024-04-10 00:00:00,1153.75
2024-04-11 00:00:00,1115.1
2024-04-12 00:00:00,1121.46
2024-04-13 00:00:00,1163.13
2024-04-14 00:00:00,1205.16
2024-04-15 00:00:00,1223.35
2024-04-16 00:00:00,1225.14
2024-04-17 00:00:00,1165.75
2024-04-18 00:00:00,1127.1
2024-04-19 00:00:00,1133.46
2024-04-20 00:00:00,1175.13
2024-04-21 00:00:00,1217.16
2024-04-22 00:00:00,1235.35
2024-04-23 00:00:00,1237.14
2024-04-24 00:00:00,1177.75
2024-04-25 00:00:00,1139.1
2024-04-26 00:00:00,1145.46
2024-04-27 00:00:00,1187.13
2024-04-28 00:00:00,1229.16
2024-04-29 00:00:00,1247.35
2024-04-30 00:00:00,1249.14
2024-05-01 00:00:00,1189.75
2024-05-02 00:00:00,1151.1
2024-05-03 00:00:00,1157.46
2024-05-04 00:00:00,1199.13
2024-05-05 00:00:00,1241.16
2024-05-06 00:00:00,1259.35
2024-05-07 00:00:00,1261.14
2024-05-08 00:00:00,1201.75
2024-05-09 00:00:00,1163.1
2024-05-10 00:00:00,1169.46
2024-05-11 00:00:00,1211.13
2024-05-12 00:00:00,1253.16
2024-05-13 00:00:00,1271.35
2024-05-14 00:00:00,1273.14
